Gözlem Yapılan Servis Adı;Servis Türü;Gözlem Tarihi;Gözlemci Meslek;Cinsiyet;Hasta İle Temas Öncesi;Hasta İle Temas Sonrası;Aseptik İşlemler Öncesi;Vücus Sıvıları İle Bulaşma Sonrası;Hasta Çevresi İle Temas Sonrası
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Yok;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hasta Bakıcı;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Yok;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Yok;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Yok;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hasta Bakıcı;Bilgi Yok;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yıkama;Yok
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Gözlem Dışı;Yıkama;Yok;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Ovma
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2018;Hemşire;K;Yıkama;Yıkama;Ovma;Gözlem Dışı;Yok
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2018;Hasta Bakıcı;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2018;Hemşire;K;Ovma;Yok;Yok;Gözlem Dışı;Yok
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2018;Doktor;E;Yıkama;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2018;Doktor;K;Yıkama;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Hemşire;K;Ovma;Yok;Yok;Gözlem Dışı;Yok
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Hemşire;K;Yok;Yok;Yok;Gözlem Dışı;Yok
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Hemşire;K;Yıkama;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Yok
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Doktor;K;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Doktor;K;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Doktor;K;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.10.2018;Doktor;K;Ovma;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.12.2018;Doktor;K;Yıkama;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.12.2018;Hemşire;K;Yıkama;Ovma;Ovma;Gözlem Dışı;Ovma
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.12.2018;Doktor;K;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Yıkama;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Hemşire;K;Yıkama;Ovma;Gözlem Dışı;Yıkama;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Doktor;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Doktor;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Hemşire;Bilgi Yok;Ovma;Gözlem Dışı;Ovma;Yıkama;Yıkama
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Yıkama;Ovma
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Doktor;E;Ovma;Gözlem Dışı;Ovma;Yıkama;Yıkama
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Hemşire;Bilgi Yok;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.06.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.07.2018;Hemşire;K;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.07.2018;Doktor;K;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.07.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.07.2018;Doktor;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.07.2018;Hemşire;K;Ovma;Yok;Yok;Yok;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.07.2018;Hemşire;K;Yok;Yok;Ovma;Gözlem Dışı;Yok
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.07.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.07.2018;Doktor;K;Ovma;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Doktor;E;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Ovma
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Hemşire;K;Yıkama;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Doktor;E;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Çocuk Hastanesi Yenidoğan;Yoğun Bakım;1.03.2019;Hemşire;K;Yıkama;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;K;Ovma;Ovma;Gözlem Dışı;Ovma;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Ovma;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;E;Ovma;Yok;Gözlem Dışı;Ovma;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;E;Yok;Ovma;Gözlem Dışı;Yok;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hemşire;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Ovma;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Yıkama;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Doktor;E;Yok;Gözlem Dışı;Gözlem Dışı;Yok;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Doktor;E;Ovma;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Doktor;Bilgi Yok;Ovma;Gözlem Dışı;Ovma;Yıkama;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hemşire;K;Ovma;Ovma;Ovma;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;E;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;Bilgi Yok;Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;Bilgi Yok;Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Doktor;Bilgi Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hemşire;Bilgi Yok;Ovma;Ovma;Ovma;Ovma;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Doktor;Bilgi Yok;Yok;Gözlem Dışı;Yok;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Doktor;Bilgi Yok;Yok;Gözlem Dışı;Ovma;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Doktor;Bilgi Yok;Yok;Gözlem Dışı;Yok;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hasta Bakıcı;Bilgi Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hemşire;Bilgi Yok;Yok;Ovma;Gözlem Dışı;Yok;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hemşire;Bilgi Yok;Yok;Ovma;Gözlem Dışı;Yok;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Doktor;Bilgi Yok;Ovma;Ovma;Ovma;Yok;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.04.2019;Hemşire;Bilgi Yok;Gözlem Dışı;Yok;Yok;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hasta Bakıcı;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hemşire;K;Gözlem Dışı;Yok;Yıkama;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Doktor;K;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Doktor;Bilgi Yok;Gözlem Dışı;Ovma;Yıkama;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hemşire;K;Yıkama;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hasta Bakıcı;E;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hemşire;E;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Yok;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hasta Bakıcı;K;Yok;Gözlem Dışı;Gözlem Dışı;Yıkama;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Doktor;K;Ovma;Yok;Ovma;Ovma;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Doktor;K;Gözlem Dışı;Yok;Yok;Yok;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Doktor;E;Yok;Ovma;Yok;Yıkama;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hemşire;K;Yok;Yok;Ovma;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hasta Bakıcı;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hemşire;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hasta Bakıcı;K;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.10.2018;Hasta Bakıcı;E;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Hasta Bakıcı;E;Ovma;Yok;Gözlem Dışı;Ovma;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Hasta Bakıcı;K;Yok;Ovma;Gözlem Dışı;Yok;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Hemşire;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Hasta Bakıcı;E;Ovma;Yok;Gözlem Dışı;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Doktor;K;Ovma;Ovma;Ovma;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Doktor;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Hemşire;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma;Yıkama
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.11.2018;Doktor;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hasta Bakıcı;E;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Doktor;K;Gözlem Dışı;Gözlem Dışı;Yıkama;Yıkama;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Doktor;K;Gözlem Dışı;Gözlem Dışı;Yıkama;Ovma;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hasta Bakıcı;E;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hasta Bakıcı;E;Ovma;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hemşire;K;Ovma;Yok;Ovma;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.12.2018;Hemşire;E;Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Hasta Bakıcı;E;Ovma;Yok;Gözlem Dışı;Ovma;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Hasta Bakıcı;E;Yok;Ovma;Gözlem Dışı;Yok;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Ovma;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Yıkama;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Doktor;E;Yok;Gözlem Dışı;Gözlem Dışı;Yok;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Doktor;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Hemşire;K;Ovma;Ovma;Ovma;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Hasta Bakıcı;K;Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Hasta Bakıcı;E;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Yok;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Hasta Bakıcı;K;Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.01.2019;Doktor;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Doktor;K;Ovma;Ovma;Ovma;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Doktor;K;Yok;Gözlem Dışı;Yok;Yok;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Doktor;Bilgi Yok;Yok;Gözlem Dışı;Yok;Yıkama;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Hasta Bakıcı;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Hasta Bakıcı;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Hasta Bakıcı;Bilgi Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Hasta Bakıcı;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Hemşire;K;Ovma;Gözlem Dışı;Ovma;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Hasta Bakıcı;Bilgi Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Doktor;K;Gözlem Dışı;Gözlem Dışı;Yıkama;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.02.2019;Doktor;Bilgi Yok;Yok;Gözlem Dışı;Ovma;Ovma;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Doktor;K;Ovma;Gözlem Dışı;Ovma;Yıkama;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Doktor;K;Ovma;Yok;Ovma;Yok;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Hemşire;K;Yok;Gözlem Dışı;Yok;Yok;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Hemşire;K;Yok;Yok;Gözlem Dışı;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Hasta Bakıcı;K;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Hasta Bakıcı;K;Ovma;Gözlem Dışı;Gözlem Dışı;Yok;Yok
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Doktor;E;Yok;Gözlem Dışı;Yok;Yıkama;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Hemşire;K;Yok;Gözlem Dışı;Ovma;Ovma;Gözlem Dışı
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Doktor;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Göğüs Hastalıkları;Yoğun Bakım;1.03.2019;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
